  0,65535.00
  1,65535.00
  2,65535.00
  3,65535.00
  4,65535.00
  5,65535.00
  6,65535.00
  7,65535.00
  8,65535.00
  9,65535.00
 10,65535.00
 11,65535.00
 12,65535.00
 13,65535.00
 14,65535.00
 15,65535.00
 16,65535.00
 17,65535.00
 18,65535.00
 19,65535.00
 20,65535.00
 21,65535.00
 22,65535.00
 23,65535.00
 24,65535.00
 25,65535.00
 26,65535.00
 27,65535.00
 28,65535.00
 29,65535.00
 30,65535.00
 31,65535.00
 32,65535.00
 33,65535.00
 34,65535.00
 35,65535.00
 36,65535.00
 37,65535.00
 38,65535.00
 39,65535.00
 40,65535.00
 41,65535.00
 42,65535.00
 43,65535.00
 44,65535.00
 45,65535.00
 46,65535.00
 47,65535.00
 48,65535.00
 49,65535.00
 50,65535.00
 51,65535.00
 52,65535.00
 53,65535.00
 54,65535.00
 55,65535.00
 56,65535.00
 57,65535.00
 58,65535.00
 59,65535.00
 60,65535.00
 61,65535.00
 62,65535.00
 63,65535.00
 64,65535.00
 65,65535.00
 66,65535.00
 67,65535.00
 68,65535.00
 69,65535.00
 70,65535.00
 71,65535.00
 72,65535.00
 73,65535.00
 74,65535.00
 75,65535.00
 76,65535.00
 77,65535.00
 78,65535.00
 79,65535.00
 80,65535.00
 81,65535.00
 82,65535.00
 83,65535.00
 84,65535.00
 85,65535.00
 86,65535.00
 87,65535.00
 88,65535.00
 89,65535.00
 90,65535.00
 91,65535.00
 92,65535.00
 93,65535.00
 94,65535.00
 95,65535.00
 96,65535.00
 97,65535.00
 98,65535.00
 99,65535.00
100,65535.00
101,65535.00
102,65535.00
103,65535.00
104,65535.00
105,65535.00
106,65535.00
107,65535.00
108,65535.00
109,65535.00
110,65535.00
111,65535.00
112,65535.00
113,65535.00
114,65535.00
115,65535.00
116,65535.00
117,65535.00
118,65535.00
119,65535.00
120,65535.00
121,65535.00
122,65535.00
123,65535.00
124,65535.00
125,65535.00
126,65535.00
127,65535.00
128,65535.00
129,65535.00
130,65535.00
131,65535.00
132,65535.00
133,65535.00
134,65535.00
135,65535.00
136,65535.00
137,65535.00
138,65535.00
139,65535.00
140,65535.00
141,65535.00
142,65535.00
143,65535.00
144,65535.00
145,65535.00
146,65535.00
147,65535.00
148,65535.00
149,65535.00
150,65535.00
151,65535.00
152,65535.00
153,65535.00
154,65535.00
155,65535.00
156,65535.00
157,65535.00
158,65535.00
159,65535.00
160,65535.00
161,65535.00
162,65535.00
163,65535.00
164,65535.00
165,65535.00
166,65535.00
167,65535.00
168,65535.00
169,65535.00
170,65535.00
171,65535.00
172,65535.00
173,65535.00
174,65535.00
175,65535.00
176,65535.00
177,65535.00
178,65535.00
179,65535.00
180,65535.00
181,65535.00
182,65535.00
183,65535.00
184,65535.00
185,  364.62
186,  371.12
187,  377.62
188,  384.12
189,  390.62
190,  397.12
191,  403.62
192,  410.12
193,  416.62
194,  423.12
195,  429.63
196,  436.13
197,  442.63
198,  449.14
199,  455.64
200,  462.15
201,  468.65
202,  475.16
203,  481.67
204,  488.17
205,  494.68
206,  501.19
207,  507.70
208,  514.21
209,  520.72
210,  527.23
211,  533.74
212,  540.25
213,  546.76
214,  553.27
215,  559.78
216,  566.29
217,  572.81
218,  579.32
219,  585.83
220,  592.35
221,  598.86
222,  605.38
223,  611.89
224,  618.41
225,  624.92
226,  631.44
227,  637.96
228,  644.48
229,  650.99
230,  657.51
231,  664.03
232,  670.55
233,  677.07
234,  683.59
235,  690.11
236,  696.63
237,  703.16
238,  709.68
239,  716.20
240,  722.72
241,  729.25
242,  735.77
243,  742.30
244,  748.82
245,  755.35
246,  761.87
247,  768.40
248,  774.92
249,  781.45
250,  787.98
251,  794.51
252,  801.04
253,  807.56
254,  814.09
255,  820.62
256,  827.15
257,  833.68
258,  840.22
259,  846.75
260,  853.28
261,  859.81
262,  866.34
263,  872.88
264,  879.41
265,  885.95
266,  892.48
267,  899.02
268,  905.55
269,  912.09
270,  918.62
271,  925.16
272,  931.70
273,  938.24
274,  944.77
275,  951.31
276,  957.85
277,  964.39
278,  970.93
279,  977.47
280,  984.01
281,  990.55
282,  997.10
283, 1003.64
284, 1010.18
285, 1016.72
286, 1023.27
287, 1029.81
288, 1036.36
289, 1042.90
290, 1049.45
291, 1055.99
292,65535.00
293,65535.00
294,65535.00
295,65535.00
296,65535.00
297,65535.00
298,65535.00
299,65535.00
300,65535.00
301,65535.00
302,65535.00
303,65535.00
304,65535.00
305,65535.00
306,65535.00
307,65535.00
308,65535.00
309,65535.00
310,65535.00
311,65535.00
312,65535.00
313,65535.00
314,65535.00
315,65535.00
316,65535.00
317,65535.00
318,65535.00
319,65535.00
320,65535.00
321,65535.00
322,65535.00
323,65535.00
324,65535.00
325,65535.00
326,65535.00
327,65535.00
328,65535.00
329,65535.00
330,65535.00
331,65535.00
332,65535.00
333,65535.00
334,65535.00
335,65535.00
336,65535.00
337,65535.00
338,65535.00
339,65535.00
340,65535.00
341,65535.00
342,65535.00
343,65535.00
344,65535.00
345,65535.00
346,65535.00
347,65535.00
348,65535.00
349,65535.00
350,65535.00
351,65535.00
352,65535.00
353,65535.00
354,65535.00
355,65535.00
356,65535.00
357,65535.00
358,65535.00
359,65535.00
360,65535.00
361,65535.00
362,65535.00
363,65535.00
364,65535.00
365,65535.00
366,65535.00
367,65535.00
368,65535.00
369,65535.00
370,65535.00
371,65535.00
372,65535.00
373,65535.00
374,65535.00
375,65535.00
376,65535.00
377,65535.00
378,65535.00
379,65535.00
380,65535.00
381,65535.00
382,65535.00
383,65535.00
384,65535.00
385,65535.00
386,65535.00
387,65535.00
388,65535.00
389,65535.00
390,65535.00
391,65535.00
392,65535.00
393,65535.00
394,65535.00
395,65535.00
396,65535.00
397,65535.00
398,65535.00
399,65535.00
400,65535.00
401,65535.00
402,65535.00
403,65535.00
404,65535.00
405,65535.00
406,65535.00
407,65535.00
408,65535.00
409,65535.00
410,65535.00
411,65535.00
412,65535.00
413,65535.00
414,65535.00
415,65535.00
416,65535.00
417,65535.00
418,65535.00
419,65535.00
420,65535.00
421,65535.00
422,65535.00
423,65535.00
424,65535.00
425,65535.00
426,65535.00
427,65535.00
428,65535.00
429,65535.00
430,65535.00
431,65535.00
432,65535.00
433,65535.00
434,65535.00
435,65535.00
436,65535.00
437,65535.00
438,65535.00
439,65535.00
440,65535.00
441,65535.00
442,65535.00
443,65535.00
444,65535.00
445,65535.00
446,65535.00
447,65535.00
